testing1hr,1

2548372,12,204,948

2553940,4,200,956

2553989,20,208,944

2554038,20,208,944

2554136,0,216,992

2554186,0,216,992

2554284,0,200,928

2554334,8,192,972

2554382,8,192,972

2554480,12,192,936

2554531,4,204,952

2554629,20,220,928

2554680,20,220,928

2554728,8,220,984

2554826,20,200,960

2554876,20,200,960

2554975,8,184,936

2555025,12,192,964

2555074,12,192,964

2555172,8,204,960

2555223,12,204,948

2555321,12,196,972

2555372,12,196,972

2555470,8,204,952

2555521,8,204,952

2555569,12,208,944

2555668,12,200,948

2555718,12,200,948

2555817,12,208,952

2555868,12,192,940

2555917,12,192,940

2556015,12,200,964

2556066,8,204,948

2556164,8,200,972

2556214,8,200,972

2556262,16,196,972

2556361,16,204,960

2556411,16,204,960

2556510,4,204,960

2556560,12,204,956

2556659,8,204,952

2556708,8,204,952

2556758,8,204,952

2556907,16,200,960

2557007,16,200,948

2557058,16,200,948

2557107,20,204,944

2557206,16,196,936

2557256,16,196,936

2557355,12,196,956

2557406,4,204,956

2557454,4,204,956

2557552,8,192,952

2557601,4,192,936

2557751,12,208,960

2557850,4,204,948

2557900,12,200,940

2557949,12,200,940

2558048,16,196,948

2558099,8,204,964

2558196,8,204,964

2558246,16,200,964

2558296,16,200,964

2558395,16,200,940

2558445,8,200,952

2558542,4,196,940

2558593,4,196,940

2558641,12,196,956

2558740,20,196,952

2558790,20,196,952

2558889,16,200,964

2558940,12,208,952

2559039,12,192,952

2559089,12,192,952

2559138,12,200,948

2559237,12,200,948

2559288,12,200,948

2559386,16,204,948

2559437,16,200,960

2559485,16,200,960

2559585,16,200,952

2559635,16,200,952

2559734,16,192,952

2559784,16,208,948

2559834,16,208,948

2559932,8,204,948

2559982,12,196,956

2560080,16,200,956

2560132,16,200,956

2560181,20,196,948

2560279,12,204,948

2560329,12,204,948

2560429,16,196,952

2560479,16,200,952

2560528,16,200,952

2560627,16,196,960

2560677,16,200,956

2560776,16,204,960

2560827,16,204,960

2560925,8,196,960

2560975,8,196,960

2561024,8,196,952

2561122,12,200,956

2561172,12,200,956

2561271,16,192,952

2561321,8,192,952

2561370,8,192,952

2561469,16,200,956

2561519,12,200,956

2561617,16,200,952

2561669,16,200,952

2561718,24,204,952

2561816,16,204,960

2561866,16,204,960

2561966,16,196,948

2562016,8,196,948

2562114,12,204,952

2562164,12,204,952

2562213,12,204,952

2562312,20,204,952

2562363,8,200,956

2562460,20,204,948

2562511,20,204,948

2562661,12,208,944

2562711,12,208,944

2562809,8,204,948

2562860,8,208,948

2562909,8,208,948

2563007,12,204,956

2563057,12,200,964

2563155,12,208,956

2563207,12,208,956

2563256,20,204,920

